+--------+--------+---------+--------+-------+---------------+---------------+---------------+---------------+
| cust   | prod   |   month |   year |   day |   sum_1_quant |   max_1_quant |   sum_2_quant |   max_2_quant |
| Chae   | Grapes |       8 |   2018 |    24 |           270 |           270 |           270 |           270 |
| Sam    | Butter |       3 |   2016 |    29 |            65 |            65 |            65 |            65 |
| Mia    | Eggs   |      11 |   2018 |    25 |           760 |           760 |           760 |           760 |
| Wally  | Dates  |       1 |   2018 |    19 |           676 |           676 |           676 |           676 |
| Dan    | Dates  |      11 |   2017 |    30 |           418 |           418 |           418 |           418 |
| Emily  | Eggs   |       3 |   2018 |    31 |           443 |           443 |           443 |           443 |
| Emily  | Eggs   |       5 |   2016 |     9 |           235 |           235 |           235 |           235 |
| Sam    | Eggs   |       8 |   2017 |     3 |           928 |           928 |           928 |           928 |
| Chae   | Fish   |       3 |   2016 |     4 |           353 |           353 |           353 |           353 |
| Boo    | Dates  |       3 |   2016 |    20 |           190 |           190 |           190 |           190 |
| Boo    | Fish   |       6 |   2019 |    14 |           997 |           997 |           997 |           997 |
| Boo    | Eggs   |       5 |   2019 |    30 |           673 |           673 |           673 |           673 |
| Chae   | Fish   |       5 |   2018 |     9 |           598 |           598 |           598 |           598 |
| Boo    | Jelly  |      11 |   2020 |    28 |           520 |           520 |           520 |           520 |
| Boo    | Fish   |      11 |   2020 |     1 |           572 |           572 |           572 |           572 |
| Boo    | Apple  |       5 |   2019 |    13 |           191 |           191 |           191 |           191 |
| Helen  | Apple  |       8 |   2020 |    25 |           715 |           715 |           715 |           715 |
| Boo    | Cherry |       3 |   2017 |    23 |           695 |           695 |           695 |           695 |
| Claire | Jelly  |       4 |   2020 |    30 |            22 |            22 |            22 |            22 |
| Claire | Butter |       4 |   2020 |    14 |           152 |           152 |           152 |           152 |
| Sam    | Ham    |       4 |   2020 |     5 |           131 |           131 |           131 |           131 |
| Helen  | Jelly  |       8 |   2020 |    31 |           420 |           420 |           420 |           420 |
| Sam    | Ham    |      10 |   2020 |    14 |           760 |           760 |           760 |           760 |
| Chae   | Grapes |      10 |   2017 |    30 |           440 |           440 |           440 |           440 |
| Mia    | Dates  |       6 |   2020 |     2 |           481 |           481 |           481 |           481 |
| Boo    | Grapes |       6 |   2020 |    19 |           222 |           222 |           222 |           222 |
| Wally  | Grapes |       7 |   2017 |     9 |            27 |            27 |            27 |            27 |
| Boo    | Grapes |       8 |   2016 |     1 |           804 |           804 |           804 |           804 |
| Dan    | Butter |       7 |   2020 |     9 |           136 |           136 |           136 |           136 |
| Emily  | Apple  |       8 |   2016 |    20 |            32 |            32 |            32 |            32 |
| Chae   | Apple  |      11 |   2018 |     3 |           777 |           777 |           777 |           777 |
| Chae   | Ham    |       4 |   2020 |     8 |           117 |           117 |           117 |           117 |
| Claire | Fish   |       4 |   2018 |    17 |           584 |           584 |           584 |           584 |
| Boo    | Grapes |       6 |   2017 |    14 |           517 |           517 |           517 |           517 |
| Dan    | Fish   |       1 |   2020 |    16 |           903 |           903 |           903 |           903 |
| Chae   | Cherry |       3 |   2020 |     7 |           451 |           451 |           451 |           451 |
| Sam    | Dates  |       5 |   2016 |    14 |           712 |           712 |           712 |           712 |
| Boo    | Butter |       5 |   2017 |    11 |           582 |           424 |           582 |           424 |
| Emily  | Butter |       9 |   2018 |    16 |           286 |           286 |           286 |           286 |
| Mia    | Grapes |      11 |   2018 |    13 |           518 |           518 |           518 |           518 |
| Boo    | Ham    |       4 |   2016 |    11 |           761 |           761 |           761 |           761 |
| Dan    | Apple  |       9 |   2019 |    18 |           611 |           611 |           611 |           611 |
| Sam    | Eggs   |       4 |   2018 |    15 |           853 |           853 |           853 |           853 |
| Boo    | Fish   |       6 |   2019 |    17 |           969 |           969 |           969 |           969 |
| Dan    | Grapes |       8 |   2016 |    25 |           614 |           614 |           614 |           614 |
| Dan    | Cherry |       2 |   2019 |    14 |           594 |           594 |           594 |           594 |
| Emily  | Eggs   |       8 |   2017 |     2 |            19 |            19 |            19 |            19 |
| Wally  | Apple  |       2 |   2020 |    12 |           345 |           345 |           345 |           345 |
| Mia    | Eggs   |       3 |   2018 |     7 |            72 |            72 |            72 |            72 |
| Boo    | Jelly  |       7 |   2017 |    18 |           411 |           411 |           411 |           411 |
| Wally  | Butter |       6 |   2020 |     2 |           399 |           399 |           399 |           399 |
| Emily  | Fish   |       1 |   2019 |    27 |           867 |           867 |           867 |           867 |
| Wally  | Ham    |       5 |   2019 |     9 |           653 |           653 |           653 |           653 |
| Claire | Butter |       2 |   2017 |     2 |           483 |           483 |           483 |           483 |
| Dan    | Cherry |       9 |   2020 |    22 |           939 |           939 |           939 |           939 |
| Chae   | Fish   |       7 |   2020 |    27 |           624 |           624 |           624 |           624 |
| Chae   | Apple  |       5 |   2020 |    15 |            47 |            47 |            47 |            47 |
| Dan    | Cherry |      12 |   2017 |    31 |           602 |           602 |           602 |           602 |
| Mia    | Fish   |      10 |   2016 |    16 |           916 |           916 |           916 |           916 |
| Sam    | Cherry |       4 |   2016 |     9 |           453 |           453 |           453 |           453 |
| Sam    | Apple  |       2 |   2019 |    12 |           178 |           178 |           178 |           178 |
| Boo    | Ice    |       5 |   2019 |    26 |           987 |           987 |           987 |           987 |
| Claire | Ham    |       7 |   2018 |    24 |            47 |            47 |            47 |            47 |
| Boo    | Butter |      10 |   2018 |    31 |           833 |           833 |           833 |           833 |
| Boo    | Apple  |      10 |   2020 |    11 |           229 |           229 |           229 |           229 |
| Sam    | Ham    |       5 |   2018 |     1 |           731 |           731 |           731 |           731 |
| Emily  | Ham    |      10 |   2016 |    13 |           627 |           627 |           627 |           627 |
| Mia    | Apple  |      11 |   2016 |    29 |           695 |           695 |           695 |           695 |
