+--------+--------+---------+--------+-------+---------------+---------------+---------------+---------------+-----------------+-----------------+
| cust   | prod   |   month |   year |   day |   sum_1_quant |   max_1_quant |   sum_2_quant |   max_2_quant |   count_1_quant |   count_2_quant |
| Mia    | Jelly  |       2 |   2017 |     9 |           284 |           284 |           284 |           284 |               1 |               1 |
| Wally  | Butter |       9 |   2016 |    25 |           593 |           593 |           593 |           593 |               1 |               1 |
| Chae   | Fish   |       8 |   2019 |     9 |           762 |           762 |           762 |           762 |               1 |               1 |
| Wally  | Ham    |       5 |   2019 |    19 |           882 |           882 |           882 |           882 |               1 |               1 |
| Mia    | Eggs   |       4 |   2020 |     1 |           881 |           881 |           881 |           881 |               1 |               1 |
| Chae   | Eggs   |      10 |   2017 |    15 |           595 |           595 |           595 |           595 |               1 |               1 |
| Dan    | Ham    |       9 |   2018 |    20 |           104 |           104 |           104 |           104 |               1 |               1 |
| Mia    | Apple  |       3 |   2018 |    25 |           779 |           779 |           779 |           779 |               1 |               1 |
| Mia    | Grapes |       3 |   2016 |    15 |           258 |           258 |           258 |           258 |               1 |               1 |
| Chae   | Cherry |       1 |   2020 |     7 |           596 |           596 |           596 |           596 |               1 |               1 |
| Wally  | Fish   |      10 |   2018 |     9 |           637 |           637 |           637 |           637 |               1 |               1 |
| Chae   | Ham    |       7 |   2016 |    11 |            31 |            31 |            31 |            31 |               1 |               1 |
| Dan    | Ham    |      11 |   2016 |    22 |           946 |           946 |           946 |           946 |               1 |               1 |
| Helen  | Butter |       8 |   2019 |     3 |           614 |           614 |           614 |           614 |               1 |               1 |
| Dan    | Jelly  |       6 |   2017 |     9 |           422 |           422 |           422 |           422 |               1 |               1 |
| Dan    | Grapes |      11 |   2017 |     9 |           557 |           557 |           557 |           557 |               1 |               1 |
| Claire | Ham    |       5 |   2019 |    11 |           349 |           349 |           349 |           349 |               1 |               1 |
| Helen  | Butter |      10 |   2017 |    31 |           832 |           832 |           832 |           832 |               1 |               1 |
| Mia    | Fish   |      12 |   2016 |     3 |           258 |           258 |           258 |           258 |               1 |               1 |
| Sam    | Grapes |      12 |   2020 |    10 |           225 |           225 |           225 |           225 |               1 |               1 |
| Chae   | Fish   |       9 |   2017 |    24 |           184 |           184 |           184 |           184 |               1 |               1 |
| Boo    | Ice    |       4 |   2020 |    27 |           348 |           348 |           348 |           348 |               1 |               1 |
| Claire | Eggs   |      11 |   2016 |    27 |            20 |            20 |            20 |            20 |               1 |               1 |
| Emily  | Grapes |       2 |   2018 |    18 |           818 |           818 |           818 |           818 |               1 |               1 |
| Helen  | Grapes |       9 |   2019 |    21 |           113 |           113 |           113 |           113 |               1 |               1 |
| Boo    | Jelly  |       1 |   2018 |    12 |           741 |           741 |           741 |           741 |               1 |               1 |
